lr-AdamW,step,val_loss,val_acc,epoch,train_loss,train_acc
0.01,0,,,,,
,4,0.18289893865585327,0.800000011920929,0,,
0.01,5,,,,,
,9,0.18243394792079926,0.800000011920929,1,,
0.01,10,,,,,
,14,0.16584935784339905,0.8666666746139526,2,,
0.01,15,,,,,
,19,0.17876678705215454,0.7666666507720947,3,,
0.01,20,,,,,
,24,0.20824511349201202,0.7333333492279053,4,,
0.01,25,,,,,
,29,0.2995929419994354,0.6000000238418579,5,,
0.01,30,,,,,
,34,0.1913483589887619,0.800000011920929,6,,
0.01,35,,,,,
,39,0.22411686182022095,0.7333333492279053,7,,
0.01,40,,,,,
,44,0.2095293402671814,0.7333333492279053,8,,
0.01,45,,,,,
,49,,,9,0.22038361430168152,0.625
,49,0.19628728926181793,0.7666666507720947,9,,
0.01,50,,,,,
,54,0.21987535059452057,0.7666666507720947,10,,
0.01,55,,,,,
,59,0.17033211886882782,0.6666666865348816,11,,
0.01,60,,,,,
,64,0.21958975493907928,0.7333333492279053,12,,
0.01,65,,,,,
,65,,,13,0.17898741364479065,0.875
,66,,,13,0.09441042691469193,1.0
,67,,,13,0.15709911286830902,0.875
,68,,,13,0.12484315037727356,0.875
,69,,,13,0.056728512048721313,0.875
,69,0.27182164788246155,0.7333333492279053,13,,
0.006,70,,,,,
,70,,,14,0.06496339291334152,1.0
,71,,,14,0.18666693568229675,0.75
,72,,,14,0.1365426927804947,0.875
,73,,,14,0.009727239608764648,1.0
,74,,,14,0.1358788013458252,0.875
,74,0.4348489046096802,0.5333333611488342,14,,
0.006,75,,,,,
,75,,,15,0.057021476328372955,0.875
,76,,,15,0.0625,1.0
,77,,,15,0.4587518870830536,0.625
,78,,,15,0.07250355929136276,1.0
,79,,,15,0.23092032968997955,0.75
,79,0.4351290166378021,0.5333333611488342,15,,
0.006,80,,,,,
,80,,,16,0.14899694919586182,0.875
,81,,,16,0.2731226682662964,0.625
,82,,,16,0.03550468385219574,1.0
,83,,,16,0.25030630826950073,0.75
,84,,,16,0.06330709159374237,1.0
,84,0.2625678479671478,0.6666666865348816,16,,
0.006,85,,,,,
,85,,,17,0.0411362424492836,1.0
,86,,,17,0.19576285779476166,0.625
,87,,,17,0.13199648261070251,0.875
,88,,,17,0.03355615586042404,1.0
,89,,,17,0.1552462875843048,0.875
,89,0.2143501192331314,0.7333333492279053,17,,
0.006,90,,,,,
,90,,,18,0.1558232605457306,0.6875
,91,,,18,0.19779929518699646,0.8125
,92,,,18,0.09344655275344849,1.0
,93,,,18,0.010847829282283783,1.0
,94,,,18,0.01166176050901413,1.0
,94,0.21619321405887604,0.7333333492279053,18,,
0.006,95,,,,,
,95,,,19,0.11221729218959808,0.875
,96,,,19,0.15659484267234802,0.75
,97,,,19,0.09884418547153473,1.0
,98,,,19,0.208247572183609,0.875
,99,,,19,0.26410722732543945,0.9375
,99,0.2290920615196228,0.7333333492279053,19,,
0.006,100,,,,,
,100,,,20,0.000355355441570282,1.0
,101,,,20,0.17914800345897675,0.75
,102,,,20,0.3002850413322449,0.75
,103,,,20,0.19380967319011688,0.875
,104,,,20,0.1140003651380539,0.875
,104,0.3089244067668915,0.6666666865348816,20,,
0.006,105,,,,,
,105,,,21,0.1875,1.0
,106,,,21,0.12787407636642456,0.875
,107,,,21,0.13314732909202576,0.875
,108,,,21,0.03293599188327789,0.9375
,109,,,21,0.12269958108663559,0.875
,109,0.3148635923862457,0.6333333253860474,21,,
0.006,110,,,,,
,110,,,22,0.217244952917099,0.875
,111,,,22,0.0890623927116394,1.0
,112,,,22,0.27649813890457153,0.625
,113,,,22,0.07958339154720306,0.875
,114,,,22,0.15958930552005768,0.75
,114,0.23821069300174713,0.7333333492279053,22,,
0.006,115,,,,,
,115,,,23,0.010121814906597137,1.0
,116,,,23,0.12562762200832367,1.0
,117,,,23,0.125,1.0
,118,,,23,0.1672859638929367,0.875
,119,,,23,0.06338311731815338,1.0
,119,0.22137834131717682,0.7666666507720947,23,,
0.006,120,,,,,
,120,,,24,0.11208570748567581,0.875
,121,,,24,0.0008243396878242493,1.0
,122,,,24,0.06435457617044449,0.9375
,123,,,24,0.011121541261672974,1.0
,124,,,24,0.4360989034175873,0.625
,124,0.17733246088027954,0.8333333134651184,24,,
0.0036,125,,,,,
,125,,,25,0.1312323808670044,0.875
,126,,,25,0.1426948755979538,0.8125
,127,,,25,0.205911785364151,0.8125
,128,,,25,0.3135443329811096,0.625
,129,,,25,0.18747693300247192,0.875
,129,0.20415353775024414,0.800000011920929,25,,
0.0036,130,,,,,
,130,,,26,0.3201914429664612,0.625
,131,,,26,0.30007463693618774,0.625
,132,,,26,0.2274792492389679,0.625
,133,,,26,0.0625,1.0
,134,,,26,0.20579592883586884,0.8125
,134,0.24761343002319336,0.7333333492279053,26,,
0.0036,135,,,,,
,135,,,27,0.2039390504360199,0.8125
,136,,,27,0.18749991059303284,0.875
,137,,,27,0.5954784750938416,0.375
,138,,,27,0.29355722665786743,0.75
,139,,,27,0.18748533725738525,0.875
,139,0.26113012433052063,0.7333333492279053,27,,
0.0036,140,,,,,
,140,,,28,0.1875,1.0
,141,,,28,0.16805115342140198,0.75
,142,,,28,0.36845237016677856,0.625
,143,,,28,0.2860299348831177,0.75
,144,,,28,0.24999770522117615,0.875
,144,0.20708614587783813,0.800000011920929,28,,
0.0036,145,,,,,
,145,,,29,0.06330636888742447,1.0
,146,,,29,2.428889274597168e-06,1.0
,147,,,29,0.07963728159666061,1.0
,148,,,29,0.18990233540534973,0.875
,149,,,29,0.06659480929374695,1.0
,149,0.2070457488298416,0.800000011920929,29,,
0.0036,150,,,,,
,150,,,30,0.13141918182373047,0.875
,151,,,30,0.0041951984167099,1.0
,152,,,30,0.004821985960006714,1.0
,153,,,30,0.008129782974720001,1.0
,154,,,30,0.11984747648239136,0.875
,154,0.2089797407388687,0.800000011920929,30,,
0.0036,155,,,,,
,155,,,31,0.18463203310966492,0.875
,156,,,31,0.3253916800022125,0.75
,157,,,31,0.3408145308494568,0.875
,158,,,31,0.0625,1.0
,159,,,31,0.23917698860168457,0.75
,159,0.2138834297657013,0.800000011920929,31,,
0.0036,160,,,,,
,160,,,32,0.15114934742450714,0.875
,161,,,32,0.2841538190841675,0.75
,162,,,32,0.16041743755340576,0.75
,163,,,32,0.19258850812911987,0.75
,164,,,32,0.037244588136672974,1.0
,164,0.21948353946208954,0.800000011920929,32,,
0.0036,165,,,,,
,165,,,33,0.056229859590530396,0.875
,166,,,33,0.08184705674648285,0.875
,167,,,33,0.18793490529060364,0.875
,168,,,33,0.1408543586730957,0.875
,169,,,33,0.21453846991062164,0.75
,169,0.2467394471168518,0.7333333492279053,33,,
0.0036,170,,,,,
,170,,,34,0.04841089993715286,0.875
,171,,,34,0.15381374955177307,0.75
,172,,,34,0.12499992549419403,0.875
,173,,,34,0.18751707673072815,1.0
,174,,,34,0.11678867787122726,0.875
,174,0.20530933141708374,0.800000011920929,34,,
0.0036,175,,,,,
,175,,,35,0.12881147861480713,0.875
,176,,,35,0.12863311171531677,0.875
,177,,,35,0.08172430098056793,0.875
,178,,,35,0.22921207547187805,0.75
,179,,,35,0.07608624547719955,1.0
,179,0.20351211726665497,0.800000011920929,35,,
0.00216,180,,,,,
,180,,,36,0.11009964346885681,0.875
,181,,,36,0.10702371597290039,0.875
,182,,,36,0.05445040762424469,0.875
,183,,,36,0.2896183431148529,0.875
,184,,,36,7.230043411254883e-05,1.0
,184,0.19670060276985168,0.800000011920929,36,,
0.00216,185,,,,,
,185,,,37,0.06250002980232239,1.0
,186,,,37,0.19309234619140625,0.6875
,187,,,37,0.11164499074220657,1.0
,188,,,37,0.16283567249774933,0.875
,189,,,37,0.12879183888435364,0.875
,189,0.19217176735401154,0.800000011920929,37,,
0.00216,190,,,,,
,190,,,38,0.1728198379278183,1.0
,191,,,38,0.01297728717327118,1.0
,192,,,38,0.12817493081092834,0.875
,193,,,38,0.0012746751308441162,1.0
,194,,,38,0.13172009587287903,1.0
,194,0.1945810317993164,0.800000011920929,38,,
0.00216,195,,,,,
,195,,,39,0.15943890810012817,0.875
,196,,,39,0.027269206941127777,1.0
,197,,,39,0.37294819951057434,0.6875
,198,,,39,0.11747021228075027,0.875
,199,,,39,0.1086917519569397,0.875
,199,0.22704793512821198,0.7333333492279053,39,,
